movie_id,imdb_id,title,link_embed_1,link_embed_2,link_m3u8_1,link_m3u8_2
9384,tt0335438,Starsky & Hutch,https://vip.opstream14.com/share/9a4400501febb2a95e79248486a5f6d3,,https://vip.opstream14.com/20220318/1660_cbe6196e/index.m3u8,
9386,tt0107206,In the Line of Fire,https://vip.opstream15.com/share/57aeee35c98205091e18d1140e9f38cf,,https://vip.opstream15.com/20220226/229_8a4ead96/index.m3u8,
9388,,Thank You for Smoking,https://vip.opstream14.com/share/d75f18d5cef24fc18b544ae718588d66,,https://vip.opstream14.com/20230707/38446_a599f984/index.m3u8,
9390,tt0116695,Jerry Maguire,https://vip.opstream15.com/share/8562ae5e286544710b2e7ebe9858833b,,https://vip.opstream15.com/20220324/1934_c057d3c5/index.m3u8,
9398,,Zoolander,https://vip.opstream14.com/share/dbfce512dcdabc6b6e2724b6ec44efda,,https://vip.opstream14.com/20220615/14425_c8bb3e3c/index.m3u8,
9404,,Police Story 4: First Strike,https://vip.opstream12.com/share/d947c9ca81cef801cd8cd633c0e9b483,,https://vip.opstream12.com/20220625/22139_ce221f94/index.m3u8,
9405,,Double Team,https://vip.opstream14.com/share/3a56cc8f30a06a396fe53361b0f3553f,,https://vip.opstream14.com/20230221/32534_68b59188/index.m3u8,
9407,tt0119994,Red Corner,https://vip.opstream17.com/share/70162fe655ec381ac6312ebf026aac54,,https://vip.opstream17.com/20240404/3868_adfbe3b3/index.m3u8,
9408,,Surf's Up,https://vip.opstream15.com/share/6b5754d737784b51ec5075c0dc437bf0,,https://vip.opstream15.com/20220401/2481_540d032f/index.m3u8,
9417,,Wrongfully Accused,https://vip.opstream14.com/share/b8986492278e5864d6b7107734bcbcdf,,https://vip.opstream14.com/20230317/33811_24581f97/index.m3u8,
9422,,A Civil Action,https://vip.opstream11.com/share/52f0afbaba42e4345bd027cb91ffc52d,,https://vip.opstream11.com/20220507/23673_db8add4b/index.m3u8,
9427,,The Full Monty,https://vip.opstream14.com/share/439ff88d1d3e5284a51f00031fef3034,,https://vip.opstream14.com/20220627/15977_5d7db515/index.m3u8,
9428,tt0265666,The Royal Tenenbaums,https://vip.opstream14.com/share/0387e752de768f5209f20749c0d910ad,,https://vip.opstream14.com/20230803/38952_19fe3ef2/index.m3u8,
9445,,Apt Pupil,https://vip.opstream14.com/share/625cbb43db2928b8396df846aed9456a,,https://vip.opstream14.com/20230629/38333_a960697c/index.m3u8,
9447,,Babe: Pig in the City,https://vip.opstream12.com/share/aa6b7ad9d68bf3443c35d23de844463b,,https://vip.opstream12.com/20220311/2980_22f9fc7f/index.m3u8,
9455,,The Corruptor,https://vip.opstream12.com/share/b156769842d5235767f769b5c8617399,,https://vip.opstream12.com/20220508/14919_c92092c3/index.m3u8,
9461,,Enter the Dragon,https://vip.opstream14.com/share/758206fbaf1b624515dc37767ef6edc8,,https://vip.opstream14.com/20230530/37020_fda8bd16/index.m3u8,
9462,tt0068935,The Way of the Dragon,https://vip.opstream90.com/share/95151403b0db4f75bfd8da0b393af853,,https://vip.opstream90.com/20240801/1461_95151403/index.m3u8,
9463,,Vampire Hunter D,https://vip.opstream14.com/share/deda2f6fe94d5a980d004d35ee664e97,,https://vip.opstream14.com/20230110/29224_3d681205/index.m3u8,
9464,,Buffalo '66,https://vip.opstream12.com/share/1b59164354d7e455f27f211aee57171f,,https://vip.opstream12.com/20220509/14990_dbc57ae8/index.m3u8,
9470,,Kung Fu Hustle,https://vip.opstream12.com/share/577ef1154f3240ad5b9b413aa7346a1e,,https://vip.opstream12.com/20220217/235_55d38402/index.m3u8,
9471,,Charlie's Angels: Full Throttle,https://vip.opstream15.com/share/75e33da9b103b7b91dcd8da0abe1354b,,https://vip.opstream15.com/20220404/2617_b63bba28/index.m3u8,
9472,,DodgeBall: A True Underdog Story,https://vip.opstream14.com/share/eb59dc3e2a13dd31aae68b6da158de30,,https://vip.opstream14.com/20230228/33055_d08a0652/index.m3u8,
9473,,"South Park: Bigger, Longer & Uncut",https://vip.opstream14.com/share/7fbe7a8221c2e4270468a07cbfa77cf6,,https://vip.opstream14.com/20230623/38176_ba59a504/index.m3u8,
9476,tt0183790,A Knight's Tale,https://vip.opstream15.com/share/8169e05e2a0debcb15458f2cc1eff0ea,,https://vip.opstream15.com/20220403/2564_759037ff/index.m3u8,
9479,,The Nightmare Before Christmas,https://vip.opstream15.com/share/571d3a9420bfd9219f65b643d0003bf4,,https://vip.opstream15.com/20220316/1475_303969cf/index.m3u8,
9480,,Daredevil,https://vip.opstream16.com/share/38b3eff8baf56627478ec76a704e9b52,,https://vip.opstream16.com/20220223/101_5036ac39/index.m3u8,
9480,tt0287978,Daredevil,https://vip.opstream14.com/share/6974ce5ac660610b44d9b9fed0ff9548,,https://vip.opstream14.com/20220225/103_ef206683/index.m3u8,
9481,tt0145681,The Bone Collector,https://vip.opstream15.com/share/2dbf21633f03afcf882eaf10e4b5caca,,https://vip.opstream15.com/20220331/2451_54a57497/index.m3u8,
9482,,Judge Dredd,https://vip.opstream15.com/share/a3147b88259a8e5745ebd59394aee83e,,https://vip.opstream15.com/20220415/4076_7523210d/index.m3u8,
9486,tt0274166,Johnny English,https://vip.opstream14.com/share/0ebcc77dc72360d0eb8e9504c78d38bd,,https://vip.opstream14.com/20220318/1594_ec4f4ce8/index.m3u8,
9487,,A Bug's Life,https://vip.opstream14.com/share/f31b20466ae89669f9741e047487eb37,,https://vip.opstream14.com/20220319/1877_fa9fd3e4/index.m3u8,
9489,,You've Got Mail,https://vip.opstream14.com/share/e71b01a76dd61177e2dbfa7345b8e6de,,https://vip.opstream14.com/20220627/15972_ac619d50/index.m3u8,
9502,,Kung Fu Panda,https://vip.opstream11.com/share/5bbf0b1a188dba2f1fbbc0366538ce5a,,https://vip.opstream11.com/20221125/37774_4bb7d7bf/index.m3u8,
9504,,Glengarry Glen Ross,https://vip.opstream14.com/share/bf6055077ad393192cb34e27b607e4f2,,https://vip.opstream14.com/20230111/29243_0655c621/index.m3u8,
9506,,Anger Management,https://vip.opstream14.com/share/bea99816975d4154590d05ce68da8b63,,https://vip.opstream14.com/20220616/14654_5b32cfca/index.m3u8,
9513,tt0455499,Garfield: A Tail of Two Kitties,https://vip.opstream12.com/share/6693a7aacb8a2e74c6f5fe91bc39864b,,https://vip.opstream12.com/20220317/4010_52d27fe7/index.m3u8,
9522,tt0396269,Wedding Crashers,https://vip.opstream14.com/share/232b70eec3c40c0e66713ab77df3e7c8,,https://vip.opstream14.com/20230815/39074_52e280e0/index.m3u8,
9530,,RV,https://vip.opstream14.com/share/bf1510687291e9e267d171fc7c9e069e,,https://vip.opstream14.com/20230514/36443_ce6f07d0/index.m3u8,
9532,tt0195714,Final Destination,https://vip.opstream15.com/share/ab8aa05e782481f55fc1412a97e7ac34,,https://vip.opstream15.com/20220328/2369_db550f45/index.m3u8,
9535,tt0122933,Analyze This,https://vip.opstream14.com/share/d9e8009b7857b10b3a21819e28379b4d,,https://vip.opstream14.com/20231017/40403_9ffe66b2/index.m3u8,
9538,,Scanners,https://vip.opstream14.com/share/f2183cad9a6f8b5996b4a7ef2f7cc57a,,https://vip.opstream14.com/20230706/38427_d831ff9f/index.m3u8,
9542,tt0091209,The Hitcher,https://vip.opstream11.com/share/cf4c98ca050fcd91ae7a5645c2e7f071,,https://vip.opstream11.com/20240916/52916_cf4c98ca/index.m3u8,
9543,tt0473075,Prince of Persia: The Sands of Time,https://vip.opstream15.com/share/b5488aeff42889188d03c9895255cecc,,https://vip.opstream15.com/20220316/1506_29915324/index.m3u8,
9550,,House of Flying Daggers,https://vip.opstream12.com/share/46994a3cd8d943d03b44b8fc9792d435,,https://vip.opstream12.com/20220425/12626_9bdfbd06/index.m3u8,
9559,,A Perfect World,https://vip.opstream14.com/share/6a8de3355c4f1b79bab7f9375c77aee8,,https://vip.opstream14.com/20230607/37367_48ca0a26/index.m3u8,
9560,tt0114887,A Walk in the Clouds,https://vip.opstream12.com/share/d40e0a2a2f466a90ee2630fc925e7af9,,https://vip.opstream12.com/20220318/4238_c20c1d69/index.m3u8,
9569,tt0099739,Hard to Kill,https://vip.opstream16.com/share/7281942387a1a0c3f72a50a8b0bb0920,,https://vip.opstream16.com/20231211/38925_46b973da/index.m3u8,
9571,tt0106677,Dazed and Confused,https://vip.opstream17.com/share/d5a4eb6752402a76b54dc91c36852ca8,,https://vip.opstream17.com/20240827/17743_015fee34/index.m3u8,
9574,,Flubber,https://vip.opstream12.com/share/cef5524641d35342a138832d05ffe4e9,,https://vip.opstream12.com/20220621/21079_efdda2fd/index.m3u8,
9576,tt0084805,Tootsie,https://vip.opstream11.com/share/9297c1cf019967dfec7a248d00a35466,,https://vip.opstream11.com/20241129/58621_9297c1cf/index.m3u8,
9588,tt0102744,Quigley Down Under,https://vip.opstream16.com/share/ea71556cadbce22326aa0a482b1f0280,,https://vip.opstream16.com/20240115/40765_9c218bb4/index.m3u8,
9591,tt0117887,That Thing You Do!,https://vip.opstream11.com/share/b985de8d8021da3bd6cf452f11a1e450,,https://vip.opstream11.com/20241015/54855_b985de8d/index.m3u8,
9593,,Last Action Hero,https://vip.opstream14.com/share/3d194d58a6470121c92f29c1ee4c936f,,https://vip.opstream14.com/20230619/38059_00f7f8a0/index.m3u8,
9595,,Hot Shots!,https://vip.opstream12.com/share/10000b07e89dda9868125095cdbcbd64,,https://vip.opstream12.com/20220516/16022_41182d32/index.m3u8,
9600,,Big Momma's House,https://vip.opstream12.com/share/afac0bdcb0139e69de4ce27f1c6d352b,,https://vip.opstream12.com/20220528/16933_99db2617/index.m3u8,
9602,tt0094898,Coming to America,https://vip.opstream15.com/share/8fe0093bb30d6f8c31474bd0764e6ac0,,https://vip.opstream15.com/20220301/416_7ac17845/index.m3u8,
9615,,The Fast and the Furious: Tokyo Drift,https://vip.opstream11.com/share/9afefc52942cb83c7c1f14b2139b09ba,https://vip.opstream16.com/share/9b67ca4146e15f7e22010924ae0d038c,https://vip.opstream11.com/20220315/2055_65def55f/index.m3u8,https://vip.opstream16.com/20230411/33799_8ccdbe61/index.m3u8
9619,tt0118928,Dante Peak,https://vip.opstream14.com/share/a3d68b461bd9d3533ee1dd3ce4628ed4,,https://vip.opstream14.com/20220307/950_acaa1569/index.m3u8,
9621,,Elizabethtown,https://vip.opstream12.com/share/93e4d7106625e1b0f2eb8af065c83452,,https://vip.opstream12.com/20220506/14645_78e225de/index.m3u8,
9622,,Beverly Hills Ninja,https://vip.opstream14.com/share/b6d3c0588a849c40ba45345f27f113b6,,https://vip.opstream14.com/20220629/16153_3a64a6a4/index.m3u8,
9623,tt0116731,The Juror,https://vip.opstream90.com/share/82cec96096d4281b7c95cd7e74623496,,https://vip.opstream90.com/20240701/355_82cec960/index.m3u8,
9625,tt0116421,The Glimmer Man,https://vip.opstream12.com/share/f220707c3afe39d1779e0a34af72bb7f,,https://vip.opstream12.com/20250301/25590_f220707c/index.m3u8,
9637,,Scooby-Doo,https://vip.opstream14.com/share/d8502c4f5e4b6b2b61d6d833be5a18cf,,https://vip.opstream14.com/20220627/15973_4d0232e7/index.m3u8,
9647,tt0096061,Scrooged,https://vip.opstream90.com/share/5ef698cd9fe650923ea331c15af3b160,,https://vip.opstream90.com/20240704/366_5ef698cd/index.m3u8,
9655,tt0454945,She's the Man,https://vip.opstream14.com/share/5bce843dd76db8c939d5323dd3e54ec9,,https://vip.opstream14.com/20220320/1928_99fae591/index.m3u8,
9659,tt0079501,Mad Max,https://vip.opstream15.com/share/183f50a7700982a3ed18ff6d7a5777bf,,https://vip.opstream15.com/20220429/10250_90146920/index.m3u8,
9662,,The Triplets of Belleville,https://vip.opstream15.com/share/2a27b8144ac02f67687f76782a3b5d8f,,https://vip.opstream15.com/20220321/1705_ba8b9833/index.m3u8,
9664,,Flyboys,https://vip.opstream12.com/share/7c581b412887d3ddcf188128ec7d7cd5,,https://vip.opstream12.com/20220622/21387_31244b95/index.m3u8,
9666,,Ju-on: The Grudge 2,https://vip.opstream14.com/share/5a4625709a0eb3aa9b9876f7ddcb8d38,,https://vip.opstream14.com/20230722/38716_d26f5d88/index.m3u8,
9669,tt0218553,Ring 2,https://vip.opstream12.com/share/7d265aa7147bd3913fb84c7963a209d1,,https://vip.opstream12.com/20220318/4202_8b442862/index.m3u8,
9674,tt0235712,Ring 0: Birthday,https://vip.opstream12.com/share/0530e22dea41e24a039563139cdc215e,,https://vip.opstream12.com/20220318/4201_bf4044fa/index.m3u8,
9679,,Gone in Sixty Seconds,https://vip.opstream12.com/share/138c47661e9396a89b5af1c48c06effc,,https://vip.opstream12.com/20220509/14976_ac4cad6f/index.m3u8,
9683,,Bubble Boy,https://vip.opstream14.com/share/ad2c9e0a9c46d5f3de817714c17d64cd,,https://vip.opstream14.com/20230226/33032_d2fa7108/index.m3u8,
9693,tt0206634,Children of Men,https://vip.opstream14.com/share/70efba66d3d8d53194fb1a8446ae07fa,,https://vip.opstream14.com/20220318/1575_3b971729/index.m3u8,
9694,,One Missed Call,https://vip.opstream15.com/share/5d541464ac15bfb8f0a537b010d13fa1,,https://vip.opstream15.com/20220429/10205_851c397c/index.m3u8,
9696,,Ichi the Killer,https://vip.opstream14.com/share/5267df95c05f580e977385c2b6a6ff94,,https://vip.opstream14.com/20230705/38405_17aaf12a/index.m3u8,
9703,,The Last Legion,https://vip.opstream14.com/share/abd638b578129dd4a9fa93e484935e58,,https://vip.opstream14.com/20230607/37376_1a891616/index.m3u8,
9705,,Swordfish,https://vip.opstream12.com/share/736d0469753aa6d375ef9679ef3465fb,,https://vip.opstream12.com/20220628/22762_5b00b5b7/index.m3u8,
9709,,My Summer of Love,https://vip.opstream14.com/share/554bd98734fa2d47c08f446562f3ba4d,,https://vip.opstream14.com/20230713/38556_edb3ad51/index.m3u8,
9711,tt0410650,Species III,https://vip.opstream16.com/share/38d5c9e6ea8ead1ba673e0212e1ee2fb,,https://vip.opstream16.com/20231109/37113_e51880e0/index.m3u8,
9714,tt0119303,Home Alone 3,https://vip.opstream12.com/share/77340c2e00e9e6ad1b2784dad06291ea,,https://vip.opstream12.com/20220317/4092_046375a5/index.m3u8,
9721,tt0417395,7 Seconds,https://vip.opstream14.com/share/0f783a2a5e30eec921c2f2311da42dc5,,https://vip.opstream14.com/20230811/39002_da74c079/index.m3u8,
9725,tt0082418,Friday the 13th Part 2,https://vip.opstream14.com/share/f56b0fc71e17fa72a6f8463788aae5a1,,https://vip.opstream14.com/20230726/38791_c795efad/index.m3u8,
9726,tt0401445,A Good Year,https://vip.opstream90.com/share/b5b41fac0361d157d9673ecb926af5ae,,https://vip.opstream90.com/20240711/502_b5b41fac/index.m3u8,
9728,tt0083972,Friday the 13th Part III,https://vip.opstream14.com/share/aed141f2f5b7c0a505524861b37b5915,,https://vip.opstream14.com/20230726/38792_5ed06668/index.m3u8,
9731,tt0089173,Friday the 13th: A New Beginning,https://vip.opstream14.com/share/b9b993f4d1b942206120102f00b759fe,,https://vip.opstream14.com/20230726/38790_44934a0d/index.m3u8,
9739,,Demolition Man,https://vip.opstream14.com/share/bc02c3189f98e081dc7884feac82de6e,,https://vip.opstream14.com/20230606/37316_13548dc7/index.m3u8,
9750,tt0424823,Balls of Fury,https://vip.opstream10.com/share/fc9b003bb003a298c2ad0d05e4342bdc,,https://vip.opstream10.com/20220325/1749_7be8adc9/index.m3u8,
9754,,Firewall,https://vip.opstream14.com/share/ec4c26cb33e170f4c5521d91457fcf50,,https://vip.opstream14.com/20230612/37499_6cb05b42/index.m3u8,
9756,tt0412798,Half Light,https://vip.opstream14.com/share/216ae5b6ffa4b0b2b50134679566cd71,,https://vip.opstream14.com/20230807/38998_e1bbc07b/index.m3u8,
9757,,Norbit,https://vip.opstream14.com/share/47570c0e20eec98528284fe7c80c5f13,,https://vip.opstream14.com/20230526/36867_439e72ea/index.m3u8,
9760,,Epic Movie,https://vip.opstream14.com/share/feaa3aa9821868db73534710d1945c9c,,https://vip.opstream14.com/20230619/38055_ba0f1f05/index.m3u8,
9762,tt0462590,Step Up,https://vip.opstream90.com/share/33ebd5b07dc7e407752fe773eed20635,,https://vip.opstream90.com/20240723/1341_33ebd5b0/index.m3u8,
9766,,Gridiron Gang,https://vip.opstream14.com/share/b417c3e4c5f511fc316f75b6df52181a,,https://vip.opstream14.com/20220918/21598_68a059b7/index.m3u8,
9767,tt0452594,The Break-Up,https://vip.opstream16.com/share/a82596c6fd3ed643b18a2a942eb6ddc9,,https://vip.opstream16.com/20240106/40293_226c17d9/index.m3u8,
9772,,Air Force One,https://vip.opstream12.com/share/0f4f778e61d44558c6f448a9cd313b08,,https://vip.opstream12.com/20220523/16725_3d714f11/index.m3u8,
9796,,Turistas,https://vip.opstream12.com/share/032e625930fcc54c0ebc2696c0f55fdd,,https://vip.opstream12.com/20220426/12838_5f215800/index.m3u8,
9800,,Philadelphia,https://vip.opstream12.com/share/1b38cc09ed3fb15e797212489bdb9e48,,https://vip.opstream12.com/20220509/14987_dd174ca1/index.m3u8,
9802,,The Rock,https://vip.opstream14.com/share/621765159ee1ea4299c0df3e1d29034b,,https://vip.opstream14.com/20220418/8595_8445890c/index.m3u8,
9804,,Waterworld,https://vip.opstream15.com/share/5cd2239c3df67e56db22342d046579c1,,https://vip.opstream15.com/20230112/31647_87a01e08/index.m3u8,
9806,tt0317705,The Incredibles,https://vip.opstream12.com/share/c8a504a9a22d488a8d8f8fa7b890e20f,,https://vip.opstream12.com/20220509/14995_b127745b/index.m3u8,
9809,,Let's Go to Prison,https://vip.opstream14.com/share/e03fd300f9fe8ac024ecc83347215a30,,https://vip.opstream14.com/20220918/21596_d48e9f8c/index.m3u8,
9824,,Mystery Men,https://vip.opstream14.com/share/1587965fb4d4b5afe8428a4a024feb0d,,https://vip.opstream14.com/20220314/1008_40be6939/index.m3u8,
9825,tt0139414,Lake Placid,https://vip.opstream17.com/share/4f8bc5ac1dc2b49434efe9e72f183de8,,https://vip.opstream17.com/20240404/3864_762310e0/index.m3u8,
9829,,United 93,https://vip.opstream14.com/share/c8c41c4a18675a74e01c8a20e8a0f662,,https://vip.opstream14.com/20220307/946_ce5220f3/index.m3u8,
9835,,Jane Austen's Mafia!,https://vip.opstream14.com/share/884e49a58a63060782d767feed8e6c88,,https://vip.opstream14.com/20230203/30137_5e50aa30/index.m3u8,
9837,,The Prince of Egypt,https://vip.opstream12.com/share/4b22a8375108a514ef8340e01c2e1af4,,https://vip.opstream12.com/20220527/16879_2b98bf40/index.m3u8,
9843,,Big Nothing,https://vip.opstream14.com/share/7ebc686287f7afcdb4a2af8644b852b2,,https://vip.opstream14.com/20230204/30214_e11197ae/index.m3u8,
9869,,Patriot Games,https://vip.opstream12.com/share/6226c5b0f6a9b68f3dee542ab5c34545,,https://vip.opstream12.com/20220522/16721_e4d4f4fe/index.m3u8,
9870,tt0800039,Forgetting Sarah Marshall,https://vip.opstream15.com/share/70c639df5e30bdee440e4cdf599fec2b,,https://vip.opstream15.com/20220301/393_62bb8df8/index.m3u8,
9876,,Stop! Or My Mom Will Shoot,https://vip.opstream11.com/share/591d38180c9c6ab36c6d366201a3b7e1,,https://vip.opstream11.com/20221204/39140_527ef94f/index.m3u8,
9880,,The Princess Diaries,https://vip.opstream11.com/share/3875115bacc48cca24ac51ee4b0e7975,,https://vip.opstream11.com/20220315/2046_f2e99c46/index.m3u8,
9885,tt0416315,Wolf Creek,https://vip.opstream15.com/share/b3dc4dfdd0a322b00484fc0ef22babca,,https://vip.opstream15.com/20250120/48013_b3dc4dfd/index.m3u8,
9886,tt0113481,Johnny Mnemonic,https://vip.opstream16.com/share/83b887e6ca1b28752a8d05b96c04ba35,,https://vip.opstream16.com/20231023/35998_8ede078c/index.m3u8,
9889,,Shallow Hal,https://vip.opstream12.com/share/3124d54782a73b7c46fdbbb167b00f2c,,https://vip.opstream12.com/20220515/15958_3b2dbac1/index.m3u8,
9894,tt0115798,The Cable Guy,https://vip.opstream12.com/share/bb073f2855d769be5bf191f6378f7150,,https://vip.opstream12.com/20220312/3070_3f9867d3/index.m3u8,
9906,,The Ant Bully,https://vip.opstream12.com/share/2eb5657d37f474e4c4cf01e4882b8962,,https://vip.opstream12.com/20220308/2802_ad5b8840/index.m3u8,
9907,tt0414853,Barnyard,https://vip.opstream15.com/share/0634ac7160d3fd64ddf19bdcbdd401bb,,https://vip.opstream15.com/20220429/10266_8619705c/index.m3u8,
9909,,Dangerous Minds,https://vip.opstream14.com/share/4d1180e592869543e75486faa4eb9d23,,https://vip.opstream14.com/20230609/37406_50d2ec73/index.m3u8,
9912,,The World's Fastest Indian,https://vip.opstream14.com/share/ef94ece345c236441790b3057bd47e9c,,https://vip.opstream14.com/20230712/38544_96333c3d/index.m3u8,
9913,tt0397101,The Skeleton Key,https://vip.opstream15.com/share/e165421110ba03099a1c0393373c5b43,,https://vip.opstream15.com/20220226/233_7b1d637e/index.m3u8,
9917,,Waist Deep,https://vip.opstream12.com/share/00c54f9462673d4c09d2a88121860841,,https://vip.opstream12.com/20220505/14368_0d6ca6f8/index.m3u8,
9918,,Glory Road,https://vip.opstream14.com/share/548669c53491d7595c0e6f4609795265,,https://vip.opstream14.com/20220808/19780_08c34782/index.m3u8,
9919,tt0251127,How to Lose a Guy in 10 Days,https://vip.opstream15.com/share/e7b24b112a44fdd9ee93bdf998c6ca0e,,https://vip.opstream15.com/20220228/360_37ddfe4c/index.m3u8,
9929,,Asterix and Cleopatra,https://vip.opstream14.com/share/d34ff18d819ea9dfeda0f638eae589f0,,https://vip.opstream14.com/20230207/30707_ba303652/index.m3u8,
9930,tt0091396,Legal Eagles,https://vip.opstream11.com/share/b7ee6f5f9aa5cd17ca1aea43ce848496,,https://vip.opstream11.com/20220302/771_3d7e0f8d/index.m3u8,
9932,tt0289848,Analyze That,https://vip.opstream14.com/share/36165040b1051f2cfde3c3e5c095d3ed,,https://vip.opstream14.com/20231017/40401_2bd082c3/index.m3u8,
9944,,The Pelican Brief,https://vip.opstream14.com/share/443615ca6b28402752eb646cc6f51ae7,,https://vip.opstream14.com/20230209/30863_bb0bcbea/index.m3u8,
9946,tt0146675,End of Days,https://vip.opstream17.com/share/ca75910166da03ff9d4655a0338e6b09,,https://vip.opstream17.com/20240220/973_5a986d30/index.m3u8,
9948,,The Fox and the Hound 2,https://vip.opstream14.com/share/3c383a7279bf9f3e124ee4b34fe7bca3,,https://vip.opstream14.com/20230112/29286_7d2a8972/index.m3u8,
9950,tt0419749,Find Me Guilty,https://vip.opstream14.com/share/ff342ebc4c38bf532854050e89acf973,,https://vip.opstream14.com/20230716/38615_44d43d95/index.m3u8,
9952,tt0462504,Rescue Dawn,https://vip.opstream16.com/share/8fc48edfa46687fe1c64ce7a3a604ffa,,https://vip.opstream16.com/20231019/35776_06978d32/index.m3u8,
9953,tt0369672,A Love Song for Bobby Long,https://vip.opstream14.com/share/a42594bf91eab9148bf03bbc36ef572d,,https://vip.opstream14.com/20230725/38763_0ae0f375/index.m3u8,
9955,,Blades of Glory,https://vip.opstream12.com/share/14663816a87ff1539e548004e8c4c7be,,https://vip.opstream12.com/20220624/21836_ad8d6a4b/index.m3u8,
9959,,Freedomland,https://vip.opstream14.com/share/c227f70597a4381bfb7e18a535028faa,,https://vip.opstream14.com/20230215/31661_7b80a75d/index.m3u8,
9964,tt0092610,Bad Taste,https://vip.opstream16.com/share/54e1667a682619437f005874858da869,,https://vip.opstream16.com/20231028/36286_b8bf8778/index.m3u8,
9966,,The Messengers,https://vip.opstream14.com/share/188985223b43b289a840c82ee7bffd84,,https://vip.opstream14.com/20230622/38147_b14eef5c/index.m3u8,
9975,,Curious George,https://vip.opstream12.com/share/e339e9f77caa07d6be8acfa2fceb178a,,https://vip.opstream12.com/20220513/15238_05227055/index.m3u8,
9978,,Stormbreaker,https://vip.opstream14.com/share/6b6e273c60c290056cfa83fcd20130c8,,https://vip.opstream14.com/20230218/32164_5382ad71/index.m3u8,
9992,,Arthur and the Invisibles,https://vip.opstream14.com/share/1862d19958c52ad5235ecba486902a0f,,https://vip.opstream14.com/20230524/36772_ff4c77e1/index.m3u8,
9994,,The Great Mouse Detective,https://vip.opstream14.com/share/bb2dac5c9fc3056b62e11e7921b559a5,,https://vip.opstream14.com/20230316/33749_b2634c37/index.m3u8,
10005,,Behind Enemy Lines II: Axis of Evil,https://vip.opstream12.com/share/8344cdd7d8077edf2d22f574cf23dc8f,,https://vip.opstream12.com/20220522/16712_2b1fa5e2/index.m3u8,
10009,,Brother Bear,https://vip.opstream12.com/share/30b791a885974b40f58ca90a28ec695d,,https://vip.opstream12.com/20220521/16644_8f3384cb/index.m3u8,
10010,,Brother Bear 2,https://vip.opstream12.com/share/1ceb3ad80c6675f705c7fef98012e9e1,,https://vip.opstream12.com/20220521/16643_4deee799/index.m3u8,
10022,tt0395699,The Pacifier,https://vip.opstream14.com/share/274717a0a7b3e03bd51ea93f16ba9ff0,,https://vip.opstream14.com/20230805/38971_77f584fc/index.m3u8,
10024,,My Sister's Keeper,https://vip.opstream12.com/share/e7cdd6455edf5fe52b5f5d23971f49c0,,https://vip.opstream12.com/20220629/22823_168346a9/index.m3u8,
10035,,100 Girls,https://vip.opstream14.com/share/0607fc0e91072d38ee2f2ba2cf07b77c,,https://vip.opstream14.com/20230621/38089_25ed784c/index.m3u8,
10040,,Miss Congeniality 2: Armed and Fabulous,https://vip.opstream12.com/share/ee3bf295b9cf5a7ad4297868b069c91f,,https://vip.opstream12.com/20220511/15140_0e93d64f/index.m3u8,
10044,,My Lucky Stars,https://vip.opstream12.com/share/419518fcf025e16dafe3e74e1ba0cf5a,,https://vip.opstream12.com/20220613/19514_3acf7b21/index.m3u8,
10045,,District B13,https://vip.opstream12.com/share/812e04d672a47f50b58835da9f6e1d46,,https://vip.opstream12.com/20220618/20665_222ef8c4/index.m3u8,
10047,,The Messenger: The Story of Joan of Arc,https://vip.opstream12.com/share/853125f5451f07f8b8ed6d166f96e0c3,,https://vip.opstream12.com/20220513/15223_61627446/index.m3u8,
10048,tt0382992,Stealth,https://vip.opstream15.com/share/006f52e9102a8d3be2fe5614f42ba989,,https://vip.opstream15.com/20220225/168_c0768700/index.m3u8,
10061,,Escape from L.A.,https://vip.opstream14.com/share/8f6a418c8c78d211e6fc70c05546f422,,https://vip.opstream14.com/20230309/33528_5bfc4e84/index.m3u8,
10066,tt0397065,House Of Wax,https://vip.opstream15.com/share/8cbd005a556ccd4211ce43f309bc0eac,,https://vip.opstream15.com/20220328/2374_83854c4d/index.m3u8,
10068,tt0091635,Nine 1/2 Weeks,https://vip.opstream11.com/share/5f8474ba1338baaec8ba50d6e383d515,,https://vip.opstream11.com/20241004/54197_5f8474ba/index.m3u8,
10069,,Stay Alive,https://vip.opstream14.com/share/73eefa6445cf4f4e8eb4b7194575e1e4,,https://vip.opstream14.com/20230226/33037_44b6428e/index.m3u8,
10072,,A Nightmare on Elm Street 3: Dream Warriors,https://vip.opstream14.com/share/aad5adc307c4dd7e457509423a7f3734,,https://vip.opstream14.com/20220421/9148_17f50ca0/index.m3u8,
10075,,Blood and Chocolate,https://vip.opstream14.com/share/eeb50c25084a234f1efc530be0857d35,,https://vip.opstream14.com/20230118/29499_e18f521f/index.m3u8,
10090,,Reno 911!: Miami,https://vip.opstream14.com/share/df15f8bcd7cf34c0d87be5699382afe6,,https://vip.opstream14.com/20230622/38142_1fee9678/index.m3u8,
10096,,13 Going on 30,https://vip.opstream14.com/share/e0be0edcb00cc770525f1400c1666b0f,,https://vip.opstream14.com/20220422/9340_6a3c817d/index.m3u8,
10103,,Windstruck,https://vip.opstream14.com/share/eda65102a785a9ea6a6552c3f808a32d,,https://vip.opstream14.com/20230620/38087_56598bcc/index.m3u8,
